sample_id,start_AAAA,start_TTTT,start_AAAT,start_ATTT,start_TAAA,start_AATA,start_ATAA,start_AATT,start_TTTA,start_TATT,start_ATAT,start_TTAT,start_TTAA,start_TATA,start_ATTA,start_TAAT,start_GTTT,start_AAAC,start_CAAA,start_GAAA,end_TTTT,end_AAAA,end_TTTA,end_TAAA,end_ATTT,end_AAAT,end_TATT,end_AATA,end_TTAT,end_ATAA,end_TTAA,end_ATAT,end_TATA,end_AATT,end_TAAT,end_ATTA,end_GTTT,end_AAAC,end_CAAA,end_TTTG
SRR13404377,0.04934148040271006,0.038751345532831,0.02966504147407079,0.029411764705882353,0.026578230861774205,0.02547014500094979,0.022573291964794528,0.023808016209713165,0.022826568732982968,0.0218926106502881,0.021085290951687458,0.019961375292851264,0.018853289432026847,0.01894826822009751,0.01630469195213069,0.016320521750142467,0.01233141265117457,0.011919837902868359,0.010099411131513962,0.010764262648008612,0.05002216171721649,0.05054454505160514,0.02912682834167036,0.028604445007281706,0.02641993288165643,0.027670486924586842,0.023839675805736718,0.024773633888431585,0.023570569239536505,0.022478313176723864,0.02111695054771101,0.021560184892040778,0.019898056100804154,0.0193756727664155,0.016510479326283797,0.016716266700436903,0.013012093965680998,0.013233711137845881,0.010558475273855505,0.009909453555372634
SRR13404378,0.04926093044966547,0.038696125719620354,0.02886261086043255,0.02884705150147814,0.02697992842694881,0.0257040609926871,0.02383693791815777,0.023883615995021003,0.022312120740625486,0.022685545355531352,0.01949587676987708,0.019589232923603546,0.01815777189979773,0.018562315232612415,0.016664073440174263,0.01688190446553602,0.012571962035164152,0.011264975882993621,0.009911311653959858,0.010284736268865722,0.05122140967792127,0.0514081219853742,0.02825579586121052,0.02886261086043255,0.026808775478450286,0.026373113427726778,0.02408588766142835,0.023416835226388672,0.02337015714952544,0.022778901509257817,0.020538353819822622,0.020740625486229968,0.01962035164151237,0.021425237280224056,0.01686634510658161,0.01686634510658161,0.013396608059747938,0.011638400497899487,0.011825112805352419,0.010938229344950989
SRR13404379,0.051045451647861284,0.039045069165551095,0.0285586791610888,0.029690189328743545,0.027937145407024924,0.02425575317141582,0.023012685663288072,0.02384139733537324,0.023363294447631796,0.023156116529610506,0.02108433734939759,0.020048447759291134,0.018343214126346655,0.01848664499266909,0.017084209855294193,0.017100146618218907,0.013052208835341365,0.012000382482310194,0.010183591508892713,0.010645757633709441,0.050631095811818704,0.0514916810097533,0.027969018932874356,0.02795308216994964,0.0275865366226812,0.027682157200229488,0.023650156180276664,0.023427041499330656,0.023586409128577804,0.02263020335309492,0.020622171224580862,0.019889080130043986,0.020399056543634858,0.020638107987505577,0.017100146618218907,0.017641996557659207,0.012653789762223496,0.012016319245234908,0.010693567922483585,0.01043857971568815
SRR13404380,0.049555373360242176,0.037525227043390515,0.029168768920282542,0.028301589303733603,0.028616927346115036,0.025652749747729565,0.023760721493440967,0.024312563067608477,0.021064581231079717,0.022562436932391523,0.020102800201816345,0.019992431886982846,0.018541876892028256,0.0187941473259334,0.016933652875882946,0.017517028254288598,0.012124747729566095,0.011557139253279516,0.010374621594349142,0.010579591321897074,0.04919273461150353,0.04947653884964682,0.028065085771947527,0.02817545408678103,0.027450176589303734,0.02711907164480323,0.023918390514631686,0.02328771442986882,0.02369765388496468,0.023350782038345105,0.020843844601412715,0.02205789606458123,0.020276236125126135,0.020386604439959637,0.017154389505549948,0.01723322401614531,0.012881559031281534,0.010579591321897074,0.009822780020181634,0.010343087790110998
SRR13404381,0.05215412432196521,0.03892075565808342,0.02844628717501091,0.030129683895504706,0.027573414801421534,0.025235363800735707,0.02381694619365297,0.025391233867448095,0.022117962466487937,0.023474032046885716,0.020341043705966705,0.019546106365733524,0.019249953238979985,0.01920319221896627,0.016537814078184426,0.016771619178253008,0.013248955670553028,0.011409688883346841,0.010910904669867199,0.009196333936030924,0.0506265976681838,0.05084481576158115,0.02914770247521666,0.02779163289481888,0.028617744248394538,0.02779163289481888,0.025718561007544112,0.024674231560571108,0.022710268719995014,0.023349335993515807,0.021245090092898558,0.019966955545856972,0.020496913772679096,0.020746305879418916,0.018158862771993266,0.017519795498472473,0.012968389550470728,0.012017582143525158,0.011378514870004365,0.011020013716565871
SRR13404382,0.050376610971045586,0.0390391330900891,0.028641225199267137,0.029064031694827668,0.027153572714887487,0.025384049233467484,0.023207378756322523,0.023035124258131194,0.023144740756980222,0.022440063264379334,0.02081147528147951,0.019997181290029597,0.01971531029298924,0.018869697301868178,0.016927919322256846,0.017037535821105874,0.012605897367638078,0.011854241375530466,0.010711097887533471,0.009583613899372054,0.051175245462659925,0.049859847476471604,0.02865688469910271,0.026918680217353858,0.026918680217353858,0.0265115332216289,0.024632393241359872,0.023802439750074383,0.023755461250567655,0.02245572276421491,0.021907640269969778,0.01965267229364694,0.019871905291344995,0.019370801296606587,0.018211998308774017,0.01771089431403561,0.012825130365336132,0.012527599868460202,0.01091467138539595,0.010444886390328693
SRR13404383,0.04965820696157775,0.0358921976899505,0.03083208925905555,0.028804902962206332,0.029260627013436003,0.026431994971320812,0.024797674235876484,0.026369136481496032,0.02358764830674943,0.024719101123595506,0.02327335585762552,0.020507582305335115,0.02072758701972185,0.02031900683586077,0.018590398365679266,0.018103245069537203,0.010544511668107173,0.010717372515125324,0.008721615463188497,0.01030879233126424,0.04659385558261963,0.04753673292999136,0.029606348707472304,0.028804902962206332,0.02794059872711558,0.029276341635892197,0.025567690736230064,0.025221969042193763,0.024766244990964092,0.023509075194468453,0.024121945470260076,0.023917655378329537,0.022864775673764437,0.021607605877268798,0.018794688457609805,0.020083287499017836,0.01024593384143946,0.009994499882140332,0.008580183861082738,0.008313035279327413
SRR13404384,0.04985730002072737,0.03649611760391588,0.029018319807394888,0.029528532023788644,0.02683397375595912,0.02608459956313079,0.02343787369058818,0.02418724788341651,0.021795628119070775,0.023645147403498143,0.020823036081570177,0.01919673464181508,0.01841547218546214,0.017969036496117603,0.01704427685390392,0.017155885776240054,0.012739361278081602,0.011607327922957955,0.010172356064350515,0.00969403211148137,0.050351568105358825,0.050463177027694955,0.028571884118050353,0.02898643154387028,0.0280776160334189,0.027997895374607375,0.02431480093751495,0.022576890575423714,0.024219136146941118,0.022082622490792264,0.021237583507390106,0.021157862848578582,0.02181157225083308,0.020169326679315678,0.017873371705543775,0.017889315837306078,0.012165372534638626,0.011958098821728663,0.010634735885457358,0.010347741513735869
SRR13404385,0.05025789407472638,0.03667127940621462,0.029311863127437412,0.02791231601459303,0.025930934708768397,0.02468864008051327,0.023713674676059882,0.024028179645238394,0.023037488992326077,0.02332054346458674,0.020049691785130205,0.019971065542835578,0.020238394766637312,0.01887029815071078,0.017958233740093095,0.0175336520317021,0.01221851805258523,0.011998364574160272,0.010064159013712416,0.009828280286828531,0.0506982010315763,0.05057239904390489,0.029532016605862372,0.02843124921373758,0.02729903132469493,0.02769216253616807,0.022911687004654673,0.023367719209963517,0.023477795949175997,0.02259718203547616,0.020820228959617562,0.020222669518178388,0.020081142282048055,0.020411372499685495,0.01739212479557177,0.017690904516291357,0.01160523336268713,0.012548748270222669,0.01074034469744622,0.010315762989055227
SRR13404386,0.04944805448993972,0.03328896891881312,0.02884208878102247,0.028857746809676663,0.027542472402724498,0.025475612620371096,0.02300164409300869,0.024598763015736318,0.02217176857433649,0.022845063806466767,0.02101307445392625,0.019181085101385737,0.018977530728881233,0.018085023095592265,0.016973303061144602,0.016409614029593674,0.012072340092382368,0.012197604321615908,0.00937915916386127,0.011132858373130822,0.05024661395130353,0.0486494950285759,0.028857746809676663,0.027526814374070306,0.027730368746574807,0.027605104517341265,0.023330462694746732,0.02331480466609254,0.02261019337665388,0.022516245204728724,0.021858608001252642,0.02113833868315979,0.02145149925624364,0.01965082596101151,0.018398183668676113,0.018351209582713537,0.011555625146794018,0.011680889376027558,0.009880216080795428,0.010506537226963125
SRR13404387,0.05069271531635063,0.03720551618463896,0.028315137585392326,0.0275170784651727,0.027868224478069335,0.024436570261124946,0.02320755921598672,0.0221860435421056,0.023734278235331672,0.021419906786694757,0.019871672093468684,0.019951478005490648,0.01934495307412373,0.01781267956330205,0.01794036902253719,0.01762114537444934,0.013183936666028219,0.012385877545808593,0.010486496839685885,0.00989593309072336,0.051251356700504375,0.05035753048585839,0.029193002617633915,0.026495562791291578,0.02740535018834195,0.026766902892166253,0.024356764349102982,0.022840452020685693,0.023478899316861392,0.02256911191981102,0.02065377003128392,0.020382429930409243,0.020063206282321396,0.021020877226584946,0.017972291387345976,0.01781267956330205,0.01273702355870523,0.01256145055225691,0.010119389644384856,0.010678031028538594
SRR13404388,0.05039552321618237,0.03684152121875049,0.02931152010906612,0.028423772609819122,0.02734579350359062,0.026410488102598245,0.02382650877443287,0.024682551005849623,0.022970466543016124,0.023414340292639623,0.019260950206876872,0.02014869770612387,0.018563434314611372,0.018563434314611372,0.0169306130213535,0.016439181369984623,0.012888191372996623,0.012158970212900874,0.011080991106672374,0.009400611911669124,0.050950365403211746,0.05128327071542937,0.029691983323029122,0.027742109351468747,0.028154277833261996,0.02572882484424787,0.024302087791886622,0.023588719265705996,0.022590003329053122,0.022193687481174996,0.021480318954994373,0.020513308286171747,0.020925476767965,0.02000602400088775,0.017770802618855122,0.017247665699656,0.012238233382476498,0.013189391417383999,0.010510296285727874,0.010954170035351374
